Acegface,1,0,235,1,0,1,5,905,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,905,5,2,6,6,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 2,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Prezto,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
ClayBagel,1,0,190,1,0,1,2,785,,,,,,,,,,,,,,,,,,,,,,
Acegface,1,0,260,0,1,3,3,785,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,785,4,2,2,13,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 3,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Prezto,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
ClayBagel,1,0,140,0,0,0,3,950,,,,,,,,,,,,,,,,,,,,,,
Acegface,1,0,200,1,0,0,4,950,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,950,7,3,4,8,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 4,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Prezto,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
ClayBagel,1,0,215,1,0,2,0,685,,,,,,,,,,,,,,,,,,,,,,
Acegface,1,0,270,1,0,1,3,685,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,685,3,2,1,7,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 5,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Prezto,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
ClayBagel,1,0,160,0,0,2,0,830,,,,,,,,,,,,,,,,,,,,,,
Acegface,1,0,120,0,0,0,3,830,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,830,5,1,1,9,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Totals,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Prezto,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
ClayBagel,5,0,850,3,0,5,8,4155,,,,,,,,,,,,,,,,,,,,,,
Acegface,5,0,1085,3,1,5,18,4155,,,,,,,,,,,,,,,,,,,,,,
Opposition,5,5,4155,24,10,14,43,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Prezto,1,0,145,0,0,1,1,510,,,,,,,,,,,,,,,,,,,,,,
ClayBagel,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Acegface,1,0,160,0,0,0,3,510,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,510,2,0,2,5,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 2,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Prezto,1,1,190,0,0,2,2,355,,,,,,,,,,,,,,,,,,,,,,
ClayBagel,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Acegface,1,1,330,2,0,1,3,355,,,,,,,,,,,,,,,,,,,,,,
