Week 1 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,Player Totals,Played,Win,Score,Goals,Assists,Saves,Shots,Score/A,Sc/G,G/G,A/G,Sv/G,Sh/G,GA/G,ShA/G,ScA/G,ARS/G,Win%,Sh%,Sv%
SithDroid,1,0,245,0,2,2,2,855,,,,,,,,,,,,,,,,,,,,,,
Dur,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,855,5,3,3,9,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Totals,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Springy,5,0,800,3,0,5,7,3850,,,,,,,,,,,,,,,,,,,,,,
SithDroid,5,0,1155,1,3,12,8,3850,,,,,,,,,,,,,,,,,,,,,,
Dur,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,5,5,3850,21,10,9,49,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Springy,1,1,115,1,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,
SithDroid,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Dur,1,1,115,1,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,30,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 2,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Springy,1,1,115,1,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,
SithDroid,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Dur,1,1,115,1,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,30,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 3,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Springy,1,1,115,1,1,1,1,30,,,,,,,,,,,,,,,,,,,,,,
SithDroid,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
