Game Information,,,,,,Player Statlines,,,,,
Week,Game,Match ID,Team,Opponent,Player,Sc,G,A,Sv,Sh,NCP
1,5,8,Eclipse,Aviators,Techsam2k8,527,2,0,2,4,
1,5,8,Aviators,Eclipse,ZAdams,410,0,1,3,1,
1,5,8,Aviators,Eclipse,Rsayers,469,1,0,2,6,
2,1,9,Bears,Demolition,Kickpuncher,150,1,1,1,1,x
2,1,9,Bears,Demolition,Brokarian,150,1,1,1,1,x
2,1,9,Demolition,Bears,YOUGOTOWNED4200,50,0,0,0,1,x
2,1,9,Demolition,Bears,SCarton,50,0,0,0,1,x
2,2,9,Bears,Demolition,Kickpuncher,150,1,1,1,1,x
2,2,9,Bears,Demolition,Brokarian,150,1,1,1,1,x
2,2,9,Demolition,Bears,YOUGOTOWNED4200,50,0,0,0,1,x
2,2,9,Demolition,Bears,SCarton,50,0,0,0,1,x
2,3,9,Bears,Demolition,Kickpuncher,150,1,1,1,1,x
2,3,9,Bears,Demolition,Brokarian,150,1,1,1,1,x
2,3,9,Demolition,Bears,YOUGOTOWNED4200,50,0,0,0,1,x
2,3,9,Demolition,Bears,SCarton,50,0,0,0,1,x
2,4,9,Bears,Demolition,Kickpuncher,150,1,1,1,1,x
2,4,9,Bears,Demolition,Brokarian,150,1,1,1,1,x
2,4,9,Demolition,Bears,YOUGOTOWNED4200,50,0,0,0,1,x
2,4,9,Demolition,Bears,SCarton,50,0,0,0,1,x
2,5,9,Bears,Demolition,Kickpuncher,150,1,1,1,1,x
2,5,9,Bears,Demolition,Brokarian,150,1,1,1,1,x
2,5,9,Demolition,Bears,YOUGOTOWNED4200,50,0,0,0,1,x
2,5,9,Demolition,Bears,SCarton,50,0,0,0,1,x
2,1,10,Pirates,Sabres,Forgiiv,335,0,0,2,0,
2,1,10,Pirates,Sabres,hellyaman,284,1,0,0,3,
2,1,10,Sabres,Pirates,Bepsi,607,3,2,1,5,
2,1,10,Sabres,Pirates,TourneyEarnie,452,2,0,0,5,
2,2,10,Pirates,Sabres,Forgiiv,551,2,0,3,1,
2,2,10,Pirates,Sabres,hellyaman,504,1,2,2,4,
2,2,10,Sabres,Pirates,Bepsi,874,3,2,3,8,
2,2,10,Sabres,Pirates,TourneyEarnie,600,2,2,1,4,
2,3,10,Pirates,Sabres,Forgiiv,287,1,0,1,3,
2,3,10,Pirates,Sabres,hellyaman,420,1,1,2,1,
2,3,10,Sabres,Pirates,Bepsi,357,1,1,1,2,
2,3,10,Sabres,Pirates,TourneyEarnie,521,2,1,1,4,
2,4,10,Pirates,Sabres,Forgiiv,287,1,0,1,3,
2,4,10,Pirates,Sabres,hellyaman,420,1,1,2,1,
2,4,10,Sabres,Pirates,Bepsi,357,1,1,1,2,
2,4,10,Sabres,Pirates,TourneyEarnie,521,2,1,1,4,
2,5,10,Pirates,Sabres,Forgiiv,144,0,0,1,0,
2,5,10,Pirates,Sabres,hellyaman,404,2,0,0,2,
2,5,10,Sabres,Pirates,Bepsi,489,3,0,0,4,
2,5,10,Sabres,Pirates,TourneyEarnie,406,2,1,0,2,
2,1,11,Outlaws,Knights,Rednyte,504,2,0,2,1,
2,1,11,Outlaws,Knights,Nb_legend94,252,0,1,1,1,
2,1,11,Knights,Outlaws,Hardcoregames15,366,1,0,0,4,
2,1,11,Knights,Outlaws,KuiQy,268,0,1,1,3,
2,2,11,Outlaws,Knights,Rednyte,483,1,1,3,2,
2,2,11,Outlaws,Knights,Nb_legend94,505,2,1,2,4,
2,2,11,Knights,Outlaws,Hardcoregames15,832,4,3,1,5,
2,2,11,Knights,Outlaws,KuiQy,951,5,2,1,10,
2,3,11,Outlaws,Knights,Rednyte,396,2,0,0,3,
2,3,11,Outlaws,Knights,Nb_legend94,404,0,1,3,3,
2,3,11,Knights,Outlaws,Hardcoregames15,780,3,1,3,3,
2,3,11,Knights,Outlaws,KuiQy,314,1,0,1,2,
2,4,11,Outlaws,Knights,Rednyte,555,2,1,1,2,
2,4,11,Outlaws,Knights,Nb_legend94,472,2,1,1,5,
2,4,11,Knights,Outlaws,Hardcoregames15,509,2,0,2,2,
2,4,11,Knights,Outlaws,KuiQy,409,1,1,1,3,
2,5,11,Outlaws,Knights,Rednyte,361,0,1,2,2,
2,5,11,Outlaws,Knights,Nb_legend94,252,1,0,0,2,
2,5,11,Knights,Outlaws,Hardcoregames15,404,2,0,0,5,
2,5,11,Knights,Outlaws,KuiQy,248,0,0,2,3,
2,1,12,Wizards,Rhinos,Mario_RL,374,1,1,2,3,
2,1,12,Wizards,Rhinos,LilRock,476,1,0,3,1,
2,1,12,Rhinos,Wizards,Nosedive53,380,1,0,1,3,
2,1,12,Rhinos,Wizards,Banshee_Time,277,0,0,2,4,
2,2,12,Wizards,Rhinos,Mario_RL,368,1,0,2,3,
2,2,12,Wizards,Rhinos,LilRock,336,0,0,2,1,
2,2,12,Rhinos,Wizards,Nosedive53,364,0,1,1,3,
2,2,12,Rhinos,Wizards,Banshee_Time,514,2,0,0,6,
2,3,12,Wizards,Rhinos,Mario_RL,529,1,1,1,2,
2,3,12,Wizards,Rhinos,LilRock,266,1,0,0,2,
2,3,12,Rhinos,Wizards,Nosedive53,444,1,0,2,1,
2,3,12,Rhinos,Wizards,Banshee_Time,196,0,0,0,1,
2,4,12,Wizards,Rhinos,Mario_RL,328,1,1,2,1,
2,4,12,Wizards,Rhinos,LilRock,669,3,0,1,6,
2,4,12,Rhinos,Wizards,Nosedive53,491,2,1,1,4,
2,4,12,Rhinos,Wizards,Banshee_Time,391,1,2,1,3,
2,5,12,Wizards,Rhinos,Mario_RL,571,3,0,0,3,
2,5,12,Wizards,Rhinos,LilRock,485,1,2,1,4,
2,5,12,Rhinos,Wizards,Nosedive53,450,2,0,0,3,
2,5,12,Rhinos,Wizards,Banshee_Time,112,0,0,1,0,
2,1,13,Blizzard,Lightning,Adi,663,3,0,2,6,
2,1,13,Blizzard,Lightning,bugdaddy,236,0,0,1,0,
2,1,13,Lightning,Blizzard,SammyNieds18,631,3,1,0,4,
2,1,13,Lightning,Blizzard,CommanderSushi1,584,1,1,3,3,
2,2,13,Blizzard,Lightning,Adi,728,3,1,0,5,
2,2,13,Blizzard,Lightning,bugdaddy,482,1,2,1,5,
2,2,13,Lightning,Blizzard,SammyNieds18,415,2,0,1,6,
2,2,13,Lightning,Blizzard,CommanderSushi1,827,2,1,3,2,
2,3,13,Blizzard,Lightning,Adi,228,0,0,2,1,
2,3,13,Blizzard,Lightning,bugdaddy,138,0,0,0,3,
2,3,13,Lightning,Blizzard,SammyNieds18,296,1,0,1,2,
2,3,13,Lightning,Blizzard,CommanderSushi1,477,2,0,2,2,
2,4,13,Blizzard,Lightning,Adi,394,2,0,0,4,
2,4,13,Blizzard,Lightning,bugdaddy,158,0,0,0,0,
2,4,13,Lightning,Blizzard,SammyNieds18,419,2,0,1,2,
2,4,13,Lightning,Blizzard,CommanderSushi1,196,1,2,0,0,
2,5,13,Blizzard,Lightning,Adi,314,0,1,1,2,
2,5,13,Blizzard,Lightning,bugdaddy,224,1,0,0,2,
2,5,13,Lightning,Blizzard,SammyNieds18,414,1,1,2,4,
2,5,13,Lightning,Blizzard,CommanderSushi1,663,3,0,1,4,
2,1,14,Aviators,Express,ZAdams,269,0,0,2,1,
2,1,14,Aviators,Express,Rsayers,198,0,0,0,1,
2,1,14,Express,Aviators,NinjaTurry,232,0,0,1,2,
2,1,14,Express,Aviators,Insanerossi13,336,1,0,1,2,
2,2,14,Aviators,Express,ZAdams,774,4,0,1,8,
2,2,14,Aviators,Express,Rsayers,410,0,2,2,2,
2,2,14,Express,Aviators,NinjaTurry,619,2,0,3,5,
2,2,14,Express,Aviators,Insanerossi13,348,1,0,0,3,
2,3,14,Aviators,Express,ZAdams,418,1,1,2,5,
2,3,14,Aviators,Express,Rsayers,494,2,1,0,3,
2,3,14,Express,Aviators,NinjaTurry,176,0,0,2,1,
2,3,14,Express,Aviators,Insanerossi13,453,1,0,2,2,
2,4,14,Aviators,Express,ZAdams,290,0,1,1,5,
2,4,14,Aviators,Express,Rsayers,272,1,0,1,1,
2,4,14,Express,Aviators,NinjaTurry,434,0,0,4,1,
2,4,14,Express,Aviators,Insanerossi13,160,0,0,2,1,
2,5,14,Aviators,Express,ZAdams,374,1,0,2,3,
2,5,14,Aviators,Express,Rsayers,468,1,1,2,5,
2,5,14,Express,Aviators,NinjaTurry,521,1,1,3,2,
2,5,14,Express,Aviators,Insanerossi13,418,2,0,1,3,
2,1,15,Shadow,Hawks,Tiberius,769,1,1,6,2,
2,1,15,Shadow,Hawks,Sir Epic Nerd,456,2,0,1,4,
2,1,15,Hawks,Shadow,DC9708,490,1,2,1,3,
2,1,15,Hawks,Shadow,BrianZigs,620,3,0,0,8,
2,2,15,Shadow,Hawks,Tiberius,257,0,0,2,2,
2,2,15,Shadow,Hawks,Sir Epic Nerd,183,0,0,1,0,
2,2,15,Hawks,Shadow,DC9708,550,2,2,0,6,
2,2,15,Hawks,Shadow,BrianZigs,458,2,1,1,3,
2,3,15,Shadow,Hawks,Tiberius,403,1,0,2,5,
2,3,15,Shadow,Hawks,Sir Epic Nerd,320,0,0,3,0,
2,3,15,Hawks,Shadow,DC9708,431,1,0,1,4,
2,3,15,Hawks,Shadow,BrianZigs,523,3,0,0,4,
2,4,15,Shadow,Hawks,Tiberius,102,0,0,0,0,
2,4,15,Shadow,Hawks,Sir Epic Nerd,190,0,0,1,2,
2,4,15,Hawks,Shadow,DC9708,920,6,0,0,9,
2,4,15,Hawks,Shadow,BrianZigs,509,1,3,0,4,
2,5,15,Shadow,Hawks,Tiberius,294,1,0,1,1,
2,5,15,Shadow,Hawks,Sir Epic Nerd,320,1,0,1,1,
2,5,15,Hawks,Shadow,DC9708,773,4,1,0,8,
2,5,15,Hawks,Shadow,BrianZigs,404,2,1,0,4,
2,1,16,Eclipse,Puffins,Techsam2k8,480,1,0,3,1,
2,1,16,Eclipse,Puffins,Lemonwizard58,212,0,0,2,0,
2,1,16,Puffins,Eclipse,ianyoung9871,904,4,3,0,10,
2,1,16,Puffins,Eclipse,mawnir,675,4,1,0,7,
2,2,16,Eclipse,Puffins,Techsam2k8,248,0,1,0,2,
2,2,16,Eclipse,Puffins,Lemonwizard58,351,1,0,1,1,
2,2,16,Puffins,Eclipse,ianyoung9871,378,2,0,0,4,
2,2,16,Puffins,Eclipse,mawnir,450,2,1,0,2,
2,3,16,Eclipse,Puffins,Techsam2k8,306,1,0,1,2,
2,3,16,Eclipse,Puffins,Lemonwizard58,140,0,1,0,2,
2,3,16,Puffins,Eclipse,ianyoung9871,534,2,2,1,2,
2,3,16,Puffins,Eclipse,mawnir,824,4,1,2,5,
2,4,16,Eclipse,Puffins,Techsam2k8,387,1,0,2,1,
2,4,16,Eclipse,Puffins,Lemonwizard58,353,1,0,1,1,
2,4,16,Puffins,Eclipse,ianyoung9871,634,3,0,0,5,
2,4,16,Puffins,Eclipse,mawnir,218,0,1,0,2,
2,5,16,Eclipse,Puffins,Techsam2k8,290,1,0,1,2,
2,5,16,Eclipse,Puffins,Lemonwizard58,140,0,0,1,2,
2,5,16,Puffins,Eclipse,ianyoung9871,433,1,0,2,3,
2,5,16,Puffins,Eclipse,mawnir,232,1,0,0,2,
