Game Information,,,,,,Player Statlines,,,,,
Week,Game,Match ID,Team,Opponent,Player,Sc,G,A,Sv,Sh,NCP
1,2,8,Dodgers,Pandas,Capsfan,266,0,1,1,2,
1,3,8,Pandas,Dodgers,DonkeyKong,268,0,1,1,2,
1,3,8,Pandas,Dodgers,Clowdy Howdy,382,1,0,1,3,
1,3,8,Dodgers,Pandas,stevo,426,0,0,3,1,
1,3,8,Dodgers,Pandas,Capsfan,238,0,0,0,3,
1,4,8,Pandas,Dodgers,DonkeyKong,624,3,0,1,7,
1,4,8,Pandas,Dodgers,Clowdy Howdy,416,2,0,0,4,
1,4,8,Dodgers,Pandas,stevo,470,2,0,2,2,
1,4,8,Dodgers,Pandas,Capsfan,753,2,2,3,4,
1,5,8,Pandas,Dodgers,DonkeyKong,654,2,0,2,4,
1,5,8,Pandas,Dodgers,Clowdy Howdy,379,0,2,1,2,
1,5,8,Dodgers,Pandas,stevo,711,3,0,1,6,
1,5,8,Dodgers,Pandas,Capsfan,404,0,1,2,3,
1,1,9,Blizzard,Shadow,WolfAlone,635,2,0,3,3,
1,1,9,Blizzard,Shadow,DaddyDudley,478,1,2,1,0,
1,1,9,Shadow,Blizzard,BabiNorthWest,343,1,0,1,5,
1,1,9,Shadow,Blizzard,Dkmc6,269,0,0,1,3,
1,2,9,Blizzard,Shadow,WolfAlone,319,0,0,3,1,
1,2,9,Blizzard,Shadow,DaddyDudley,474,1,0,3,4,
1,2,9,Shadow,Blizzard,BabiNorthWest,618,3,0,1,6,
1,2,9,Shadow,Blizzard,Dkmc6,320,0,2,1,3,
1,3,9,Blizzard,Shadow,WolfAlone,426,1,2,1,4,
1,3,9,Blizzard,Shadow,DaddyDudley,686,3,0,3,2,
1,3,9,Shadow,Blizzard,BabiNorthWest,891,5,0,1,9,
1,3,9,Shadow,Blizzard,Dkmc6,102,0,1,0,0,
1,4,9,Blizzard,Shadow,WolfAlone,334,1,0,1,1,
1,4,9,Blizzard,Shadow,DaddyDudley,340,0,1,0,3,
1,4,9,Shadow,Blizzard,BabiNorthWest,641,2,1,2,3,
1,4,9,Shadow,Blizzard,Dkmc6,615,3,0,1,3,
1,5,9,Blizzard,Shadow,WolfAlone,196,0,0,0,0,
1,5,9,Blizzard,Shadow,DaddyDudley,218,0,0,1,3,
1,5,9,Shadow,Blizzard,BabiNorthWest,461,3,0,0,3,
1,5,9,Shadow,Blizzard,Dkmc6,437,0,1,3,1,
1,1,10,Hawks,Express,HK_BadBoy,340,1,0,1,2,
1,1,10,Hawks,Express,Dolo7,290,0,1,1,0,
1,1,10,Express,Hawks,LightningHawk505,466,2,0,0,5,
1,1,10,Express,Hawks,Hermod,204,0,2,0,0,
1,2,10,Hawks,Express,HK_BadBoy,308,1,0,0,2,
1,2,10,Hawks,Express,Dolo7,400,0,1,2,2,
1,2,10,Express,Hawks,LightningHawk505,390,2,0,0,3,
1,2,10,Express,Hawks,Hermod,520,2,1,1,2,
1,3,10,Hawks,Express,HK_BadBoy,309,0,1,1,1,
1,3,10,Hawks,Express,Dolo7,312,1,0,0,2,
1,3,10,Express,Hawks,LightningHawk505,584,2,2,1,3,
1,3,10,Express,Hawks,Hermod,484,2,1,1,3,
1,4,10,Hawks,Express,HK_BadBoy,549,3,0,0,5,
1,4,10,Hawks,Express,Dolo7,389,0,1,1,2,
1,4,10,Express,Hawks,LightningHawk505,815,3,1,2,4,
1,4,10,Express,Hawks,Hermod,400,1,1,1,2,
1,5,10,Hawks,Express,HK_BadBoy,344,0,0,3,0,
1,5,10,Hawks,Express,Dolo7,385,1,0,2,2,
1,5,10,Express,Hawks,LightningHawk505,386,1,1,0,5,
1,5,10,Express,Hawks,Hermod,442,2,0,1,5,
1,1,11,Lightning,Puffins,Gus,572,1,1,4,2,
1,1,11,Lightning,Puffins,cakekyst,360,1,0,2,1,
1,1,11,Puffins,Lightning,Lowest Effort,785,4,1,0,9,
1,1,11,Puffins,Lightning,AubreyE,463,1,3,0,4,
1,2,11,Lightning,Puffins,Gus,616,2,1,2,4,
1,2,11,Lightning,Puffins,cakekyst,353,1,0,1,2,
1,2,11,Puffins,Lightning,Lowest Effort,441,0,0,4,1,
1,2,11,Puffins,Lightning,AubreyE,282,1,0,0,3,
1,3,11,Lightning,Puffins,Gus,589,2,1,1,4,
1,3,11,Lightning,Puffins,cakekyst,264,1,0,1,3,
1,3,11,Puffins,Lightning,Lowest Effort,462,2,0,1,3,
1,3,11,Puffins,Lightning,AubreyE,343,0,0,3,1,
1,4,11,Lightning,Puffins,Gus,364,1,0,2,1,
1,4,11,Lightning,Puffins,cakekyst,220,0,0,0,0,
1,4,11,Puffins,Lightning,Lowest Effort,382,1,1,0,3,
1,4,11,Puffins,Lightning,AubreyE,232,1,0,0,2,
1,5,11,Lightning,Puffins,Gus,617,2,0,3,1,
1,5,11,Lightning,Puffins,cakekyst,170,0,1,0,1,
1,5,11,Puffins,Lightning,Lowest Effort,613,3,0,0,6,
1,5,11,Puffins,Lightning,AubreyE,510,1,2,1,5,
1,1,12,Eclipse,Aviators,Tyler,776,4,0,1,8,
1,1,12,Eclipse,Aviators,Havinfun85,551,1,3,1,6,
1,1,12,Aviators,Eclipse,RoyalGrace,383,0,0,3,1,
1,1,12,Aviators,Eclipse,NinjaRider,170,0,0,0,1,
1,2,12,Eclipse,Aviators,Tyler,551,1,3,0,7,
1,2,12,Eclipse,Aviators,Havinfun85,557,3,0,0,5,
1,2,12,Aviators,Eclipse,RoyalGrace,383,0,0,3,1,
1,2,12,Aviators,Eclipse,NinjaRider,242,0,0,2,0,
1,3,12,Eclipse,Aviators,Tyler,543,1,1,3,2,
1,3,12,Eclipse,Aviators,Havinfun85,564,3,0,1,5,
1,3,12,Aviators,Eclipse,RoyalGrace,369,1,0,2,2,
1,3,12,Aviators,Eclipse,NinjaRider,458,2,0,1,4,
1,4,12,Eclipse,Aviators,Tyler,506,2,1,1,5,
1,4,12,Eclipse,Aviators,Havinfun85,435,1,1,1,3,
1,4,12,Aviators,Eclipse,RoyalGrace,278,0,0,2,2,
1,4,12,Aviators,Eclipse,NinjaRider,289,0,0,3,0,
1,5,12,Eclipse,Aviators,Tyler,1220,7,2,0,9,
1,5,12,Eclipse,Aviators,Havinfun85,818,4,3,0,6,
1,5,12,Aviators,Eclipse,RoyalGrace,292,1,0,0,2,
1,5,12,Aviators,Eclipse,NinjaRider,354,1,0,2,1,
1,1,13,Comets,Spartans,Springer,500,2,0,2,3,
1,1,13,Comets,Spartans,redwaterblue,355,0,1,2,2,
1,1,13,Spartans,Comets,ZeeBee,715,3,1,1,5,
1,1,13,Spartans,Comets,Deli,555,2,1,2,7,
1,2,13,Comets,Spartans,Springer,326,1,0,1,2,
1,2,13,Comets,Spartans,redwaterblue,305,0,0,2,2,
1,2,13,Spartans,Comets,ZeeBee,484,2,0,0,6,
1,2,13,Spartans,Comets,Deli,258,0,1,1,1,
1,3,13,Comets,Spartans,Springer,140,0,0,0,1,
1,3,13,Comets,Spartans,redwaterblue,448,1,0,3,1,
1,3,13,Spartans,Comets,ZeeBee,597,3,1,0,5,
1,3,13,Spartans,Comets,Deli,521,2,2,1,3,
1,4,13,Comets,Spartans,Springer,510,1,0,3,2,
1,4,13,Comets,Spartans,redwaterblue,567,2,0,4,6,
1,4,13,Spartans,Comets,ZeeBee,725,3,1,2,8,
1,4,13,Spartans,Comets,Deli,683,2,1,2,4,
1,5,13,Comets,Spartans,Springer,204,0,1,1,0,
1,5,13,Comets,Spartans,redwaterblue,334,1,0,0,2,
1,5,13,Spartans,Comets,ZeeBee,454,2,0,0,3,
1,5,13,Spartans,Comets,Deli,280,0,0,1,1,
1,1,14,Jets,Sharks,Riyo,469,2,0,2,2,
1,1,14,Jets,Sharks,DareMe,513,1,2,2,4,
1,1,14,Sharks,Jets,kjintroverted,514,1,1,1,5,
1,1,14,Sharks,Jets,DrummerBoy904,234,1,0,1,1,
1,2,14,Jets,Sharks,Riyo,841,4,2,1,7,
1,2,14,Jets,Sharks,DareMe,943,5,2,1,7,
1,2,14,Sharks,Jets,kjintroverted,214,0,0,0,1,
1,2,14,Sharks,Jets,DrummerBoy904,206,0,0,1,1,
1,3,14,Jets,Sharks,Riyo,332,2,0,0,3,
1,3,14,Jets,Sharks,DareMe,1078,5,2,2,7,
1,3,14,Sharks,Jets,kjintroverted,411,1,0,2,2,
1,3,14,Sharks,Jets,DrummerBoy904,122,0,0,0,0,
1,4,14,Jets,Sharks,Riyo,473,1,3,0,3,
1,4,14,Jets,Sharks,DareMe,747,4,1,0,10,
1,4,14,Sharks,Jets,kjintroverted,481,2,0,2,2,
1,4,14,Sharks,Jets,DrummerBoy904,525,0,2,3,1,
1,5,14,Jets,Sharks,Riyo,756,3,4,0,8,
1,5,14,Jets,Sharks,DareMe,881,5,1,0,6,
1,5,14,Sharks,Jets,kjintroverted,511,1,1,2,2,
1,5,14,Sharks,Jets,DrummerBoy904,351,1,1,1,3,
1,1,15,Wolves,Hive,samourai,990,6,0,0,7,
1,1,15,Wolves,Hive,Eric_,300,0,1,2,1,
1,1,15,Hive,Wolves,crtzthenoob,399,0,0,2,1,
1,1,15,Hive,Wolves,bitpost,72,0,0,0,1,
1,2,15,Wolves,Hive,samourai,920,3,1,3,5,
1,2,15,Wolves,Hive,Eric_,743,2,2,0,5,
1,2,15,Hive,Wolves,crtzthenoob,868,3,0,1,5,
1,2,15,Hive,Wolves,bitpost,446,1,1,1,3,
1,3,15,Wolves,Hive,samourai,400,1,0,1,4,
1,3,15,Wolves,Hive,Eric_,413,2,0,1,4,
1,3,15,Hive,Wolves,crtzthenoob,701,2,2,2,5,
1,3,15,Hive,Wolves,bitpost,626,3,0,2,4,
1,4,15,Wolves,Hive,samourai,390,0,1,2,1,
1,4,15,Wolves,Hive,Eric_,348,1,0,1,3,
1,4,15,Hive,Wolves,crtzthenoob,356,0,0,2,2,
1,4,15,Hive,Wolves,bitpost,260,0,0,0,3,
1,5,15,Wolves,Hive,samourai,440,1,1,0,4,
1,5,15,Wolves,Hive,Eric_,509,2,0,1,3,
1,5,15,Hive,Wolves,crtzthenoob,360,1,0,1,3,
1,5,15,Hive,Wolves,bitpost,394,1,0,2,2,
1,1,16,Ducks,Foxes,Mr_Bigglezworth,449,1,0,1,2,
1,1,16,Ducks,Foxes,Burrie,142,0,0,0,1,
1,1,16,Foxes,Ducks,crossfire8255,664,2,2,1,4,
1,1,16,Foxes,Ducks,TeaBoneJones,633,4,0,0,4,
1,2,16,Ducks,Foxes,Mr_Bigglezworth,130,0,0,0,0,
1,2,16,Ducks,Foxes,Burrie,404,0,0,4,0,
1,2,16,Foxes,Ducks,crossfire8255,791,5,1,0,7,
1,2,16,Foxes,Ducks,TeaBoneJones,454,2,1,0,5,
1,3,16,Ducks,Foxes,Mr_Bigglezworth,325,0,0,2,1,
1,3,16,Ducks,Foxes,Burrie,332,1,0,0,3,
1,3,16,Foxes,Ducks,crossfire8255,634,2,1,2,6,
1,3,16,Foxes,Ducks,TeaBoneJones,312,1,0,1,1,
1,4,16,Ducks,Foxes,Mr_Bigglezworth,262,0,0,2,1,
1,4,16,Ducks,Foxes,Burrie,222,0,0,0,0,
1,4,16,Foxes,Ducks,crossfire8255,701,3,2,0,6,
1,4,16,Foxes,Ducks,TeaBoneJones,633,3,1,1,3,
1,5,16,Ducks,Foxes,Mr_Bigglezworth,400,0,0,5,1,
1,5,16,Ducks,Foxes,Burrie,205,0,0,1,2,
1,5,16,Foxes,Ducks,crossfire8255,637,3,0,1,7,
1,5,16,Foxes,Ducks,TeaBoneJones,805,4,1,0,9,
2,1,17,Bears,Demolition,Brava,585,2,0,4,3,
2,1,17,Bears,Demolition,obfuscurity,332,1,1,0,3,
2,1,17,Demolition,Bears,Super,681,2,2,2,7,
2,1,17,Demolition,Bears,Faker,402,2,1,0,4,
2,2,17,Bears,Demolition,Brava,321,0,0,2,0,
2,2,17,Bears,Demolition,obfuscurity,325,1,0,1,3,
2,2,17,Demolition,Bears,Super,649,3,0,0,4,
2,2,17,Demolition,Bears,Faker,322,1,0,1,5,
2,3,17,Bears,Demolition,Brava,628,1,2,3,2,
2,3,17,Bears,Demolition,obfuscurity,739,3,0,3,4,
2,3,17,Demolition,Bears,Super,467,1,1,1,6,
2,3,17,Demolition,Bears,Faker,799,4,1,1,7,
2,4,17,Bears,Demolition,Brava,400,2,0,2,4,
2,4,17,Bears,Demolition,obfuscurity,598,1,1,3,5,
2,4,17,Demolition,Bears,Super,1092,5,3,1,12,
2,4,17,Demolition,Bears,Faker,814,3,1,3,5,
2,5,17,Bears,Demolition,Brava,396,1,0,1,7,
2,5,17,Bears,Demolition,obfuscurity,531,0,1,5,4,
2,5,17,Demolition,Bears,Super,1402,6,3,4,8,
2,5,17,Demolition,Bears,Faker,551,3,0,1,5,
2,1,18,Pirates,Sabres,Ubr,481,2,0,2,1,
2,1,18,Pirates,Sabres,Herbs,423,0,1,3,3,
2,1,18,Sabres,Pirates,nzym,605,3,1,0,7,
2,1,18,Sabres,Pirates,Perpetual Confusion,544,1,2,1,4,
2,2,18,Pirates,Sabres,Ubr,220,1,0,0,2,
2,2,18,Pirates,Sabres,Herbs,569,1,1,3,2,
2,2,18,Sabres,Pirates,nzym,789,3,2,1,7,
2,2,18,Sabres,Pirates,Perpetual Confusion,915,5,1,1,7,
2,3,18,Pirates,Sabres,Ubr,470,2,1,1,3,
2,3,18,Pirates,Sabres,Herbs,655,3,1,1,8,
2,3,18,Sabres,Pirates,nzym,645,3,1,1,5,
2,3,18,Sabres,Pirates,Perpetual Confusion,580,1,0,5,3,
2,4,18,Pirates,Sabres,Ubr,348,1,0,1,3,
2,4,18,Pirates,Sabres,Herbs,190,0,1,0,3,
2,4,18,Sabres,Pirates,nzym,560,2,1,2,3,
2,4,18,Sabres,Pirates,Perpetual Confusion,274,1,0,0,0,
2,5,18,Pirates,Sabres,Ubr,274,0,1,0,0,
2,5,18,Pirates,Sabres,Herbs,323,1,0,1,1,
2,5,18,Sabres,Pirates,nzym,354,1,0,0,2,
2,5,18,Sabres,Pirates,Perpetual Confusion,296,1,0,0,3,
2,1,19,Outlaws,Knights,Kerwood,803,3,1,2,3,
2,1,19,Outlaws,Knights,Nyyankeesrd,457,1,2,2,3,
2,1,19,Knights,Outlaws,Galaxy,685,4,0,1,6,
2,1,19,Knights,Outlaws,Schult,616,2,2,2,5,
2,2,19,Outlaws,Knights,Kerwood,322,1,0,0,4,
2,2,19,Outlaws,Knights,Nyyankeesrd,249,1,0,1,2,
2,2,19,Knights,Outlaws,Galaxy,517,2,1,1,2,
2,2,19,Knights,Outlaws,Schult,613,2,2,2,4,
2,3,19,Outlaws,Knights,Kerwood,426,0,0,3,2,
2,3,19,Outlaws,Knights,Nyyankeesrd,134,0,0,1,1,
2,3,19,Knights,Outlaws,Galaxy,570,1,2,2,3,
2,3,19,Knights,Outlaws,Schult,625,3,1,0,5,
2,4,19,Outlaws,Knights,Kerwood,715,2,1,3,4,
2,4,19,Outlaws,Knights,Nyyankeesrd,370,2,0,1,2,
2,4,19,Knights,Outlaws,Galaxy,507,1,1,2,5,
2,4,19,Knights,Outlaws,Schult,424,2,0,0,4,
2,5,19,Outlaws,Knights,Kerwood,606,1,2,2,3,
2,5,19,Outlaws,Knights,Nyyankeesrd,456,2,1,1,2,
2,5,19,Knights,Outlaws,Galaxy,156,0,0,0,1,
2,5,19,Knights,Outlaws,Schult,284,0,0,1,2,
2,1,20,Wizards,Rhinos,jamesy1024,446,2,0,1,2,
2,1,20,Wizards,Rhinos,Rowdy,318,0,1,1,4,
2,1,20,Rhinos,Wizards,Meddler,158,0,0,0,2,
2,1,20,Rhinos,Wizards,AtoMic,200,0,0,1,1,
2,2,20,Wizards,Rhinos,jamesy1024,553,2,0,3,5,
2,2,20,Wizards,Rhinos,Rowdy,4563,1,1,1,4,
2,2,20,Rhinos,Wizards,Meddler,600,1,0,5,4,
2,2,20,Rhinos,Wizards,AtoMic,637,3,1,0,6,
2,3,20,Wizards,Rhinos,jamesy1024,254,1,0,0,2,
2,3,20,Wizards,Rhinos,Rowdy,320,0,1,2,1,
2,3,20,Rhinos,Wizards,Meddler,668,3,2,1,4,
2,3,20,Rhinos,Wizards,AtoMic,705,3,1,1,6,
2,4,20,Wizards,Rhinos,jamesy1024,262,1,0,1,2,
2,4,20,Wizards,Rhinos,Rowdy,428,0,1,3,0,
2,4,20,Rhinos,Wizards,Meddler,422,2,1,0,4,
2,4,20,Rhinos,Wizards,AtoMic,570,2,1,0,6,
2,5,20,Wizards,Rhinos,jamesy1024,910,1,0,9,4,
2,5,20,Wizards,Rhinos,Rowdy,684,2,0,5,2,
2,5,20,Rhinos,Wizards,Meddler,495,1,1,0,8,
2,5,20,Rhinos,Wizards,AtoMic,761,3,0,1,12,
2,1,21,Bulls,Tyrants,Luna's Protector,338,1,0,1,1,
2,1,21,Bulls,Tyrants,Keegabyte,275,0,0,2,0,
2,1,21,Tyrants,Bulls,Sci_Frye,124,0,0,0,2,
2,1,21,Tyrants,Bulls,TSR,176,0,0,0,2,
2,2,21,Bulls,Tyrants,Luna's Protector,1023,3,1,5,4,
2,2,21,Bulls,Tyrants,Keegabyte,310,1,0,1,4,
2,2,21,Tyrants,Bulls,Sci_Frye,343,0,3,0,3,
2,2,21,Tyrants,Bulls,TSR,800,3,0,3,6,
2,3,21,Bulls,Tyrants,Luna's Protector,378,1,1,0,5,
2,3,21,Bulls,Tyrants,Keegabyte,248,1,0,0,2,
2,3,21,Tyrants,Bulls,Sci_Frye,305,0,1,1,1,
