Game Information,,,,,,Player Statlines,,,,,
Week,Game,Match ID,Team,Opponent,Player,Sc,G,A,Sv,Sh,NCP
1,3,12,Wizards,Spectre,TheHamburglar,628,3,0,2,6,
1,3,12,Wizards,Spectre,DomRM14,346,0,1,2,3,
1,4,12,Spectre,Wizards,Khacs,542,2,1,1,6,
1,4,12,Spectre,Wizards,B1iZaRd,346,1,1,0,3,
1,4,12,Wizards,Spectre,TheHamburglar,305,1,0,1,1,
1,4,12,Wizards,Spectre,DomRM14,441,1,0,2,3,
1,5,12,Spectre,Wizards,Khacs,582,1,1,2,5,
1,5,12,Spectre,Wizards,B1iZaRd,226,1,1,0,2,
1,5,12,Wizards,Spectre,TheHamburglar,613,3,0,2,6,
1,5,12,Wizards,Spectre,DomRM14,302,1,0,1,1,
1,1,13,Bulls,Dodgers,OwnerOfTheWhiteSedan,528,1,2,1,4,
1,1,13,Bulls,Dodgers,TallestDan,504,2,1,1,3,
1,1,13,Dodgers,Bulls,musclemagic,874,3,1,4,4,
1,1,13,Dodgers,Bulls,Klismo,364,1,1,0,3,
1,2,13,Bulls,Dodgers,OwnerOfTheWhiteSedan,464,2,1,1,4,
1,2,13,Bulls,Dodgers,TallestDan,384,1,2,0,1,
1,2,13,Dodgers,Bulls,musclemagic,529,3,1,0,3,
1,2,13,Dodgers,Bulls,Klismo,370,1,1,1,2,
1,3,13,Bulls,Dodgers,OwnerOfTheWhiteSedan,679,1,2,2,2,
1,3,13,Bulls,Dodgers,TallestDan,439,2,0,1,2,
1,3,13,Dodgers,Bulls,musclemagic,432,1,1,0,5,
1,3,13,Dodgers,Bulls,Klismo,340,1,1,0,3,
1,4,13,Bulls,Dodgers,OwnerOfTheWhiteSedan,386,2,1,0,3,
1,4,13,Bulls,Dodgers,TallestDan,500,2,0,1,3,
1,4,13,Dodgers,Bulls,musclemagic,465,3,0,0,3,
1,4,13,Dodgers,Bulls,Klismo,390,0,2,1,1,
1,5,13,Bulls,Dodgers,OwnerOfTheWhiteSedan,324,0,1,2,2,
1,5,13,Bulls,Dodgers,TallestDan,326,1,0,0,6,
1,5,13,Dodgers,Bulls,musclemagic,412,2,0,2,4,
