Week 1 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,Player Totals,Played,Win,Score,Goals,Assists,Saves,Shots,Score/A,Sc/G,G/G,A/G,Sv/G,Sh/G,GA/G,ShA/G,ScA/G,ARS/G,Win%,Sh%,Sv%
Opposition,1,1,1245,9,3,3,17,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 2,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bigqdogg1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
AcePocket,1,1,420,2,0,4,2,485,,,,,,,,,,,,,,,,,,,,,,
Sci_Frye,1,1,270,1,2,2,3,485,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,485,2,1,1,7,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 3,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bigqdogg1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
AcePocket,1,0,280,1,0,4,2,595,,,,,,,,,,,,,,,,,,,,,,
Sci_Frye,1,0,145,0,1,2,0,595,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,595,3,3,1,8,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 4,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bigqdogg1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
AcePocket,1,1,640,4,1,4,6,945,,,,,,,,,,,,,,,,,,,,,,
Sci_Frye,1,1,255,2,1,0,3,945,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,945,5,5,3,10,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 5,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bigqdogg1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
AcePocket,1,0,115,0,0,1,0,1295,,,,,,,,,,,,,,,,,,,,,,
Sci_Frye,1,0,170,0,0,2,2,1295,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,1295,10,7,1,14,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Totals,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
