Game Information,,,,,,Player Statlines,,,,
Week,Game,Match ID,Team,Opponent,Player,Sc,G,A,Sv,Sh
2,3,22,Hawks,Aviators,Zayo,345,0,2,1,2
2,4,22,Aviators,Hawks,Icey6,395,0,0,4,0
2,4,22,Aviators,Hawks,Vitali,289,0,0,3,2
2,4,22,Hawks,Aviators,TestGravity,638,2,1,2,10
2,4,22,Hawks,Aviators,Zayo,771,5,0,0,7
2,5,22,Aviators,Hawks,Icey6,264,0,1,2,2
2,5,22,Aviators,Hawks,Vitali,556,2,0,2,5
2,5,22,Hawks,Aviators,TestGravity,768,2,3,3,4
2,5,22,Hawks,Aviators,Zayo,834,4,1,2,6
2,1,23,Spartans,Jets,Sinnicole,765,3,1,0,7
2,1,23,Spartans,Jets,Saucey,437,1,2,0,4
2,1,23,Jets,Spartans,Tagmata,803,3,0,3,4
2,1,23,Jets,Spartans,thomas,336,0,1,2,2
2,2,23,Spartans,Jets,Sinnicole,934,6,0,1,10
2,2,23,Spartans,Jets,Saucey,648,1,4,1,6
2,2,23,Jets,Spartans,Tagmata,823,2,1,5,5
2,2,23,Jets,Spartans,thomas,681,2,1,4,1
2,3,23,Spartans,Jets,Sinnicole,581,2,0,2,4
2,3,23,Spartans,Jets,Saucey,514,1,1,2,7
2,3,23,Jets,Spartans,Tagmata,816,2,0,5,3
2,3,23,Jets,Spartans,thomas,468,0,1,4,3
2,4,23,Spartans,Jets,Sinnicole,757,3,1,1,13
2,4,23,Spartans,Jets,Saucey,545,1,3,1,3
2,4,23,Jets,Spartans,Tagmata,917,1,0,10,2
2,4,23,Jets,Spartans,thomas,317,1,0,1,2
2,5,23,Spartans,Jets,Sinnicole,751,2,2,3,4
2,5,23,Spartans,Jets,Saucey,476,2,0,2,3
2,5,23,Jets,Spartans,Tagmata,620,2,1,0,7
2,5,23,Jets,Spartans,thomas,342,1,2,1,2
2,1,24,Express,Knights,GOYO,587,3,0,1,4
2,1,24,Express,Knights,Pops,578,2,2,1,5
2,1,24,Knights,Express,oogga,246,0,0,1,2
2,1,24,Knights,Express,PuffTheDargon,186,0,0,0,2
2,2,24,Express,Knights,GOYO,791,4,1,0,6
2,2,24,Express,Knights,Pops,752,2,2,2,6
2,2,24,Knights,Express,oogga,517,2,1,1,2
2,2,24,Knights,Express,PuffTheDargon,532,2,1,1,4
2,3,24,Express,Knights,GOYO,734,3,1,2,6
2,3,24,Express,Knights,Pops,602,2,0,3,5
2,3,24,Knights,Express,oogga,807,4,2,1,6
2,3,24,Knights,Express,PuffTheDargon,756,2,4,2,5
2,4,24,Express,Knights,GOYO,386,0,0,3,0
2,4,24,Express,Knights,Pops,466,0,0,3,2
2,4,24,Knights,Express,oogga,379,1,0,0,5
2,4,24,Knights,Express,PuffTheDargon,351,0,1,1,4
2,5,24,Express,Knights,GOYO,613,2,1,2,3
2,5,24,Express,Knights,Pops,518,2,2,0,4
2,5,24,Knights,Express,oogga,703,4,1,0,3
2,5,24,Knights,Express,PuffTheDargon,607,3,1,0,7
2,1,25,Rhinos,Outlaws,Korluss,273,0,0,1,4
2,1,25,Rhinos,Outlaws,Giraffegirl,271,0,0,3,2
2,1,25,Outlaws,Rhinos,Will,967,4,1,4,4
2,1,25,Outlaws,Rhinos,Stovvadz,645,3,1,1,10
2,2,25,Rhinos,Outlaws,Korluss,423,1,0,3,2
2,2,25,Rhinos,Outlaws,Giraffegirl,238,0,0,2,3
2,2,25,Outlaws,Rhinos,Will,369,1,0,1,3
2,2,25,Outlaws,Rhinos,Stovvadz,732,3,1,1,6
2,3,25,Rhinos,Outlaws,Korluss,362,0,0,2,4
2,3,25,Rhinos,Outlaws,Giraffegirl,270,0,0,1,3
2,3,25,Outlaws,Rhinos,Will,440,2,0,1,5
2,3,25,Outlaws,Rhinos,Stovvadz,406,1,0,1,4
2,4,25,Rhinos,Outlaws,Korluss,695,3,0,1,3
2,4,25,Rhinos,Outlaws,Giraffegirl,603,3,1,0,7
2,4,25,Outlaws,Rhinos,Will,592,3,0,2,3
2,4,25,Outlaws,Rhinos,Stovvadz,607,1,3,2,4
2,5,25,Rhinos,Outlaws,Korluss,594,1,0,3,3
2,5,25,Rhinos,Outlaws,Giraffegirl,289,0,1,2,1
2,5,25,Outlaws,Rhinos,Will,522,2,2,2,3
2,5,25,Outlaws,Rhinos,Stovvadz,807,5,2,0,8
2,1,26,Bears,Pirates,KILT,708,2,1,3,5
2,1,26,Bears,Pirates,Ato.,690,3,1,2,5
2,1,26,Pirates,Bears,Tater,492,1,0,2,3
2,1,26,Pirates,Bears,Cali,142,0,0,0,2
2,2,26,Bears,Pirates,KILT,554,2,1,2,4
2,2,26,Bears,Pirates,Ato.,932,3,1,4,5
2,2,26,Pirates,Bears,Tater,306,1,0,0,4
2,2,26,Pirates,Bears,Cali,427,1,1,1,6
2,3,26,Bears,Pirates,KILT,576,1,0,4,2
2,3,26,Bears,Pirates,Ato.,436,0,1,4,0
2,3,26,Pirates,Bears,Tater,422,2,0,0,5
2,3,26,Pirates,Bears,Cali,216,0,0,0,5
2,4,26,Bears,Pirates,KILT,707,3,0,1,5
2,4,26,Bears,Pirates,Ato.,906,4,2,2,7
2,4,26,Pirates,Bears,Tater,312,1,0,0,4
2,4,26,Pirates,Bears,Cali,272,0,1,1,1
2,5,26,Bears,Pirates,KILT,333,0,1,2,3
2,5,26,Bears,Pirates,Ato.,422,1,0,1,2
2,5,26,Pirates,Bears,Tater,713,3,0,0,5
2,5,26,Pirates,Bears,Cali,156,0,0,0,2
2,1,27,Wizards,Demolition,TrashVan,599,2,1,1,5
2,1,27,Wizards,Demolition,JustTuck,522,1,0,3,2
2,1,27,Demolition,Wizards,Seven,567,2,0,2,5
2,1,27,Demolition,Wizards,ImBad,369,0,1,1,3
2,2,27,Wizards,Demolition,TrashVan,813,4,2,0,7
2,2,27,Wizards,Demolition,JustTuck,805,3,3,1,6
2,2,27,Demolition,Wizards,Seven,338,1,0,1,1
2,2,27,Demolition,Wizards,ImBad,257,0,0,2,1
2,3,27,Wizards,Demolition,TrashVan,1044,6,2,0,12
2,3,27,Wizards,Demolition,JustTuck,957,3,3,3,2
2,3,27,Demolition,Wizards,Seven,701,3,0,3,4
2,3,27,Demolition,Wizards,ImBad,472,1,2,1,3
2,4,27,Wizards,Demolition,TrashVan,448,1,1,1,4
2,4,27,Wizards,Demolition,JustTuck,460,2,0,0,4
2,4,27,Demolition,Wizards,Seven,405,0,1,2,2
2,4,27,Demolition,Wizards,ImBad,290,1,0,1,1
2,5,27,Wizards,Demolition,TrashVan,581,1,1,3,4
2,5,27,Wizards,Demolition,JustTuck,820,3,0,3,4
2,5,27,Demolition,Wizards,Seven,539,2,0,2,5
2,5,27,Demolition,Wizards,ImBad,319,0,1,1,4
2,1,28,Comets,Spectre,Tunloink,567,1,0,3,6
2,1,28,Comets,Spectre,StarFax,376,1,0,2,2
2,1,28,Spectre,Comets,C^2,812,2,2,3,5
2,1,28,Spectre,Comets,snip,745,3,1,1,7
2,2,28,Comets,Spectre,Tunloink,506,2,0,1,7
2,2,28,Comets,Spectre,StarFax,638,1,2,4,8
2,2,28,Spectre,Comets,C^2,940,4,1,3,7
2,2,28,Spectre,Comets,snip,523,1,2,2,4
2,3,28,Comets,Spectre,Tunloink,418,0,2,1,3
2,3,28,Comets,Spectre,StarFax,620,2,0,3,3
2,3,28,Spectre,Comets,C^2,616,2,2,0,5
2,3,28,Spectre,Comets,snip,1219,6,1,3,10
2,4,28,Comets,Spectre,Tunloink,552,2,0,2,8
2,4,28,Comets,Spectre,StarFax,396,1,1,2,2
2,4,28,Spectre,Comets,C^2,636,2,0,2,3
2,4,28,Spectre,Comets,snip,518,0,2,4,2
2,5,28,Comets,Spectre,Tunloink,793,3,0,7,4
2,5,28,Comets,Spectre,StarFax,944,3,0,7,4
2,5,28,Spectre,Comets,C^2,432,2,0,0,8
2,5,28,Spectre,Comets,snip,519,0,2,3,3
2,1,29,Tyrants,Dodgers,Jakester,502,0,0,3,3
2,1,29,Tyrants,Dodgers,Saucy.,278,0,0,2,3
2,1,29,Dodgers,Tyrants,bits,619,1,1,4,6
2,1,29,Dodgers,Tyrants,Minamacky,424,1,1,1,4
2,2,29,Tyrants,Dodgers,Jakester,519,1,1,1,2
2,2,29,Tyrants,Dodgers,Saucy.,359,1,0,2,2
2,2,29,Dodgers,Tyrants,bits,543,1,2,1,4
2,2,29,Dodgers,Tyrants,Minamacky,607,3,0,0,6
2,3,29,Tyrants,Dodgers,Jakester,581,1,2,3,2
2,3,29,Tyrants,Dodgers,Saucy.,724,3,1,2,6
2,3,29,Dodgers,Tyrants,bits,841,3,0,1,5
2,3,29,Dodgers,Tyrants,Minamacky,306,1,1,0,3
2,4,29,Tyrants,Dodgers,Jakester,278,0,0,2,4
2,4,29,Tyrants,Dodgers,Saucy.,520,0,0,6,0
2,4,29,Dodgers,Tyrants,bits,720,3,0,2,6
2,4,29,Dodgers,Tyrants,Minamacky,360,0,2,0,6
2,5,29,Tyrants,Dodgers,Jakester,362,1,0,1,4
2,5,29,Tyrants,Dodgers,Saucy.,388,1,0,2,2
2,5,29,Dodgers,Tyrants,bits,684,3,1,1,4
2,5,29,Dodgers,Tyrants,Minamacky,599,2,0,3,5
2,1,30,Bulls,Elite,RainbowNoms,445,1,0,3,2
2,1,30,Bulls,Elite,Antzu,380,1,1,1,1
2,1,30,Elite,Bulls,veets,552,3,0,1,4
2,1,30,Elite,Bulls,El Diablo Rojo,423,0,3,0,4
2,2,30,Bulls,Elite,RainbowNoms,624,1,0,4,4
2,2,30,Bulls,Elite,Antzu,380,0,1,1,3
2,2,30,Elite,Bulls,veets,490,1,3,1,3
2,2,30,Elite,Bulls,El Diablo Rojo,1091,4,1,4,9
2,3,30,Bulls,Elite,RainbowNoms,960,4,1,3,5
2,3,30,Bulls,Elite,Antzu,498,2,2,0,6
2,3,30,Elite,Bulls,veets,336,1,0,1,2
2,3,30,Elite,Bulls,El Diablo Rojo,449,0,0,3,2
2,4,30,Bulls,Elite,RainbowNoms,857,3,0,4,6
2,4,30,Bulls,Elite,Antzu,401,0,1,2,2
2,4,30,Elite,Bulls,veets,385,1,0,2,4
2,4,30,Elite,Bulls,El Diablo Rojo,634,1,1,4,6
2,5,30,Bulls,Elite,RainbowNoms,450,0,0,3,0
2,5,30,Bulls,Elite,Antzu,405,1,0,1,4
2,5,30,Elite,Bulls,veets,190,0,0,0,0
2,5,30,Elite,Bulls,El Diablo Rojo,350,0,0,1,5
2,1,31,Sharks,Pandas,Twigler,456,1,1,1,4
2,1,31,Sharks,Pandas,W/\\/E,334,1,0,1,5
2,1,31,Pandas,Sharks,Wyyzard,572,0,1,5,1
2,1,31,Pandas,Sharks,Not Juice,340,1,0,1,3
2,2,31,Sharks,Pandas,Twigler,208,0,0,1,2
2,2,31,Sharks,Pandas,W/\\/E,335,1,0,2,1
2,2,31,Pandas,Sharks,Wyyzard,800,3,1,2,6
2,2,31,Pandas,Sharks,Not Juice,430,2,1,0,4
2,3,31,Sharks,Pandas,Twigler,319,0,0,2,3
2,3,31,Sharks,Pandas,W/\\/E,178,0,0,0,3
2,3,31,Pandas,Sharks,Wyyzard,644,1,2,3,2
2,3,31,Pandas,Sharks,Not Juice,517,2,0,2,3
2,4,31,Sharks,Pandas,Twigler,582,2,2,0,5
2,4,31,Sharks,Pandas,W/\\/E,859,4,2,1,8
2,4,31,Pandas,Sharks,Wyyzard,667,2,1,4,3
2,4,31,Pandas,Sharks,Not Juice,542,2,1,1,4
2,5,31,Sharks,Pandas,Twigler,266,1,1,0,3
2,5,31,Sharks,Pandas,W/\\/E,663,2,0,2,4
2,5,31,Pandas,Sharks,Wyyzard,635,2,0,3,3
2,5,31,Pandas,Sharks,Not Juice,280,0,2,0,4
2,1,32,Flames,Shadow,Cedric,537,1,0,3,1
2,1,32,Flames,Shadow,crossfire8255,304,0,0,2,3
2,1,32,Shadow,Flames,synthex,494,2,0,0,4
2,1,32,Shadow,Flames,Oni,389,0,0,2,4
2,2,32,Flames,Shadow,Cedric,633,3,0,1,5
2,2,32,Flames,Shadow,crossfire8255,422,1,1,2,2
2,2,32,Shadow,Flames,synthex,505,0,2,3,3
2,2,32,Shadow,Flames,Oni,400,2,0,0,4
2,3,32,Flames,Shadow,Cedric,935,4,0,4,5
2,3,32,Flames,Shadow,crossfire8255,474,0,1,3,5
2,3,32,Shadow,Flames,synthex,530,1,1,1,7
2,3,32,Shadow,Flames,Oni,730,2,0,5,5
2,4,32,Flames,Shadow,Cedric,636,1,1,5,2
2,4,32,Flames,Shadow,crossfire8255,701,3,1,1,5
2,4,32,Shadow,Flames,synthex,314,0,1,1,3
2,4,32,Shadow,Flames,Oni,420,1,0,2,5
2,5,32,Flames,Shadow,Cedric,697,2,0,4,3
2,5,32,Flames,Shadow,crossfire8255,421,0,0,3,3
2,5,32,Shadow,Flames,synthex,494,1,0,2,3
2,5,32,Shadow,Flames,Oni,334,0,1,1,6
3,1,33,Lightning,Blizzard,Jdaaab,685,2,0,4,4
3,1,33,Lightning,Blizzard,Panda,128,0,0,0,2
3,1,33,Blizzard,Lightning,MapleSurrup,644,2,1,2,5
3,1,33,Blizzard,Lightning,Lad,445,1,0,2,3
3,2,33,Lightning,Blizzard,Jdaaab,446,1,1,0,5
3,2,33,Lightning,Blizzard,Panda,300,1,0,0,3
3,2,33,Blizzard,Lightning,MapleSurrup,625,1,0,3,1
3,2,33,Blizzard,Lightning,Lad,237,0,0,1,1
3,3,33,Lightning,Blizzard,Jdaaab,874,3,0,3,5
3,3,33,Lightning,Blizzard,Panda,331,0,0,1,2
3,3,33,Blizzard,Lightning,MapleSurrup,656,2,0,2,5
3,3,33,Blizzard,Lightning,Lad,270,0,0,1,3
3,4,33,Lightning,Blizzard,Jdaaab,464,1,0,2,8
3,4,33,Lightning,Blizzard,Panda,395,1,1,1,5
3,4,33,Blizzard,Lightning,MapleSurrup,812,2,3,2,5
3,4,33,Blizzard,Lightning,Lad,1109,4,2,5,5
3,5,33,Lightning,Blizzard,Jdaaab,560,1,1,2,4
3,5,33,Lightning,Blizzard,Panda,332,1,1,0,1
3,5,33,Blizzard,Lightning,MapleSurrup,589,2,1,2,4
3,5,33,Blizzard,Lightning,Lad,428,2,1,0,2
3,1,34,Eclipse,Hurricanes,ballena,497,1,1,2,2
3,1,34,Eclipse,Hurricanes,dog,471,2,0,1,5
3,1,34,Hurricanes,Eclipse,Iguane Fabuleux,632,2,0,4,4
3,1,34,Hurricanes,Eclipse,Jimmer,238,0,1,0,3
3,2,34,Eclipse,Hurricanes,ballena,474,1,1,1,5
3,2,34,Eclipse,Hurricanes,dog,459,2,0,1,3
3,2,34,Hurricanes,Eclipse,Iguane Fabuleux,388,1,0,1,3
3,2,34,Hurricanes,Eclipse,Jimmer,198,0,0,1,1
3,3,34,Eclipse,Hurricanes,ballena,742,2,1,3,5
3,3,34,Eclipse,Hurricanes,dog,892,3,1,5,4
3,3,34,Hurricanes,Eclipse,Iguane Fabuleux,600,2,1,1,6
3,3,34,Hurricanes,Eclipse,Jimmer,651,2,2,3,5
3,4,34,Eclipse,Hurricanes,ballena,581,1,0,4,6
3,4,34,Eclipse,Hurricanes,dog,210,0,0,1,4
3,4,34,Hurricanes,Eclipse,Iguane Fabuleux,755,1,2,4,5
3,4,34,Hurricanes,Eclipse,Jimmer,747,3,0,3,7
3,5,34,Eclipse,Hurricanes,ballena,849,3,0,3,8
3,5,34,Eclipse,Hurricanes,dog,176,0,0,0,3
3,5,34,Hurricanes,Eclipse,Iguane Fabuleux,684,2,2,3,4
3,5,34,Hurricanes,Eclipse,Jimmer,620,2,2,1,4
3,1,35,Wolves,Foxes,Zack,647,2,1,2,6
3,1,35,Wolves,Foxes,Kou,501,2,0,1,6
3,1,35,Foxes,Wolves,ohmeon,646,2,1,3,4
3,1,35,Foxes,Wolves,Blazed,662,1,2,4,3
3,2,35,Wolves,Foxes,Zack,729,2,2,1,9
3,2,35,Wolves,Foxes,Kou,516,2,1,1,5
3,2,35,Foxes,Wolves,ohmeon,875,2,3,3,3
3,2,35,Foxes,Wolves,Blazed,873,3,1,3,4
3,3,35,Wolves,Foxes,Zack,508,2,2,0,4
3,3,35,Wolves,Foxes,Kou,817,3,2,1,6
3,3,35,Foxes,Wolves,ohmeon,270,1,0,0,1
3,3,35,Foxes,Wolves,Blazed,543,0,1,4,2
3,4,35,Wolves,Foxes,Zack,1173,6,3,0,13
3,4,35,Wolves,Foxes,Kou,844,3,4,1,8
3,4,35,Foxes,Wolves,ohmeon,425,0,1,3,1
3,4,35,Foxes,Wolves,Blazed,593,1,0,5,1
3,5,35,Wolves,Foxes,Zack,749,4,1,0,6
3,5,35,Wolves,Foxes,Kou,398,1,2,1,3
3,5,35,Foxes,Wolves,ohmeon,403,2,0,1,3
3,5,35,Foxes,Wolves,Blazed,336,1,0,1,1
3,1,36,Puffins,Sabres,Uorodin,686,3,0,2,4
3,1,36,Puffins,Sabres,Bolio,549,0,2,3,1
3,1,36,Sabres,Puffins,Grizz1y,588,2,0,1,4
3,1,36,Sabres,Puffins,Giant,438,0,2,2,2
3,2,36,Puffins,Sabres,Uorodin,303,0,0,2,1
3,2,36,Puffins,Sabres,Bolio,377,0,0,4,1
3,2,36,Sabres,Puffins,Grizz1y,545,2,0,1,5
3,2,36,Sabres,Puffins,Giant,281,0,1,1,5
3,3,36,Puffins,Sabres,Uorodin,644,2,2,2,5
3,3,36,Puffins,Sabres,Bolio,715,3,1,1,7
3,3,36,Sabres,Puffins,Grizz1y,510,0,0,4,3
3,3,36,Sabres,Puffins,Giant,336,1,0,1,3
3,4,36,Puffins,Sabres,Uorodin,367,1,0,1,3
3,4,36,Puffins,Sabres,Bolio,410,0,1,3,2
3,4,36,Sabres,Puffins,Grizz1y,654,3,0,1,3
3,4,36,Sabres,Puffins,Giant,611,2,2,1,6
3,5,36,Puffins,Sabres,Uorodin,646,3,1,1,5
3,5,36,Puffins,Sabres,Bolio,778,3,3,0,6
3,5,36,Sabres,Puffins,Grizz1y,591,2,1,2,4
3,5,36,Sabres,Puffins,Giant,454,1,2,2,0
3,1,37,Hive,Aviators,Toonifisch,798,3,1,4,6
3,1,37,Hive,Aviators,CashioC,615,2,3,1,4
3,1,37,Aviators,Hive,Icey6,550,2,0,2,4
3,1,37,Aviators,Hive,Jdubbz,216,0,1,1,4
3,2,37,Hive,Aviators,Toonifisch,320,1,0,1,1
3,2,37,Hive,Aviators,CashioC,328,0,1,1,4
3,2,37,Aviators,Hive,Icey6,490,2,0,2,3
3,2,37,Aviators,Hive,Jdubbz,418,1,2,0,5
3,3,37,Hive,Aviators,Toonifisch,210,0,0,0,1
3,3,37,Hive,Aviators,CashioC,402,1,0,1,3
3,3,37,Aviators,Hive,Icey6,621,2,2,1,4
3,3,37,Aviators,Hive,Jdubbz,579,2,1,2,3
3,4,37,Hive,Aviators,Toonifisch,361,0,0,3,1
3,4,37,Hive,Aviators,CashioC,446,0,0,2,4
3,4,37,Aviators,Hive,Icey6,412,1,0,1,6
3,4,37,Aviators,Hive,Jdubbz,461,1,0,3,2
3,5,37,Hive,Aviators,Toonifisch,538,1,1,0,5
3,5,37,Hive,Aviators,CashioC,790,1,1,5,6
3,5,37,Aviators,Hive,Icey6,950,3,0,5,7
3,5,37,Aviators,Hive,Jdubbz,556,0,2,3,4
3,1,38,Ducks,Hawks,Seanner,780,3,2,1,6
3,1,38,Ducks,Hawks,BlueMars2,524,2,1,0,3
3,1,38,Hawks,Ducks,GodraciR,482,2,0,2,4
3,1,38,Hawks,Ducks,uh steve,268,0,0,1,0
3,2,38,Ducks,Hawks,Seanner,505,0,1,4,1
3,2,38,Ducks,Hawks,BlueMars2,510,1,0,3,5
3,2,38,Hawks,Ducks,GodraciR,340,0,1,2,5
3,2,38,Hawks,Ducks,uh steve,548,2,0,2,4
3,3,38,Ducks,Hawks,Seanner,965,4,3,2,11
3,3,38,Ducks,Hawks,BlueMars2,615,3,1,0,5
3,3,38,Hawks,Ducks,GodraciR,152,0,0,1,1
3,3,38,Hawks,Ducks,uh steve,479,0,0,5,3
3,4,38,Ducks,Hawks,Seanner,903,4,2,2,7
3,4,38,Ducks,Hawks,BlueMars2,645,2,4,0,8
3,4,38,Hawks,Ducks,GodraciR,553,1,1,4,2
3,4,38,Hawks,Ducks,uh steve,546,2,0,3,2
3,5,38,Ducks,Hawks,Seanner,618,2,1,2,5
3,5,38,Ducks,Hawks,BlueMars2,583,2,1,1,3
3,5,38,Hawks,Ducks,GodraciR,476,1,1,2,2
3,5,38,Hawks,Ducks,uh steve,571,2,0,2,4
3,1,39,Spartans,Express,Spork,751,2,0,4,5
3,1,39,Spartans,Express,Letsgobluh,324,0,1,2,3
3,1,39,Express,Spartans,Mattybananas,516,2,1,1,5
3,1,39,Express,Spartans,GOYO,514,1,2,2,5
3,2,39,Spartans,Express,Spork,338,0,2,1,4
3,2,39,Spartans,Express,Letsgobluh,632,3,0,3,4
3,2,39,Express,Spartans,Mattybananas,630,2,2,1,7
3,2,39,Express,Spartans,GOYO,418,2,1,1,4
3,3,39,Spartans,Express,Spork,436,1,1,2,3
3,3,39,Spartans,Express,Letsgobluh,696,1,1,4,3
3,3,39,Express,Spartans,Mattybananas,787,3,0,3,5
3,3,39,Express,Spartans,GOYO,208,0,0,1,2
3,4,39,Spartans,Express,Spork,438,1,1,2,3
3,4,39,Spartans,Express,Letsgobluh,520,1,0,4,1
3,4,39,Express,Spartans,Mattybananas,470,2,0,1,6
3,4,39,Express,Spartans,GOYO,327,1,0,1,7
3,5,39,Spartans,Express,Spork,619,1,1,2,5
3,5,39,Spartans,Express,Letsgobluh,548,2,1,1,4
3,5,39,Express,Spartans,Mattybananas,617,1,1,2,4
3,5,39,Express,Spartans,GOYO,396,1,1,1,3
3,1,40,Jets,Knights,Plumato,252,0,0,2,3
3,1,40,Jets,Knights,Unborn,198,0,0,1,2
3,1,40,Knights,Jets,oogga,870,4,1,3,7
3,1,40,Knights,Jets,TosCrazy,528,2,2,1,4
3,2,40,Jets,Knights,Plumato,692,2,4,2,2
3,2,40,Jets,Knights,Unborn,962,4,2,3,6
3,2,40,Knights,Jets,oogga,959,5,2,1,8
3,2,40,Knights,Jets,TosCrazy,814,3,5,0,7
3,3,40,Jets,Knights,Plumato,166,0,0,0,1
3,3,40,Jets,Knights,Unborn,691,4,0,0,8
3,3,40,Knights,Jets,oogga,1116,5,3,2,5
3,3,40,Knights,Jets,TosCrazy,662,3,1,2,3
3,4,40,Jets,Knights,Plumato,438,2,0,1,6
3,4,40,Jets,Knights,Unborn,499,1,1,2,3
3,4,40,Knights,Jets,oogga,320,0,0,2,3
3,4,40,Knights,Jets,TosCrazy,230,0,0,2,2
3,5,40,Jets,Knights,Plumato,435,1,1,2,1
3,5,40,Jets,Knights,Unborn,422,1,1,2,6
3,5,40,Knights,Jets,oogga,500,1,1,1,5
3,5,40,Knights,Jets,TosCrazy,456,2,1,1,2
3,1,41,Rhinos,Bears,Korluss,430,0,2,1,3
3,1,41,Rhinos,Bears,hiroH,630,2,0,2,5
3,1,41,Bears,Rhinos,KILT,394,1,0,0,4
3,1,41,Bears,Rhinos,Koalemos,453,0,0,3,2
3,2,41,Rhinos,Bears,Korluss,515,2,0,2,2
3,2,41,Rhinos,Bears,hiroH,268,0,2,0,4
3,2,41,Bears,Rhinos,KILT,1029,5,1,2,8
3,2,41,Bears,Rhinos,Koalemos,584,1,3,2,3
3,3,41,Rhinos,Bears,Korluss,465,1,1,2,5
3,3,41,Rhinos,Bears,hiroH,424,1,1,1,2
3,3,41,Bears,Rhinos,KILT,348,0,1,2,2
3,3,41,Bears,Rhinos,Koalemos,429,1,0,1,6
3,4,41,Rhinos,Bears,Korluss,426,2,0,1,4
3,4,41,Rhinos,Bears,hiroH,384,0,2,2,6
3,4,41,Bears,Rhinos,KILT,664,2,0,4,4
3,4,41,Bears,Rhinos,Koalemos,332,2,0,0,4
3,5,41,Rhinos,Bears,Korluss,725,1,3,5,1
3,5,41,Rhinos,Bears,hiroH,787,3,0,4,5
3,5,41,Bears,Rhinos,KILT,296,0,1,1,4
3,5,41,Bears,Rhinos,Koalemos,520,2,0,1,10
3,1,42,Outlaws,Pirates,Stovvadz,676,1,2,4,0
3,1,42,Outlaws,Pirates,Lotty Lettuce,630,2,0,4,2
3,1,42,Pirates,Outlaws,SirGamble,378,1,0,0,9
3,1,42,Pirates,Outlaws,Taki,314,0,0,1,2
3,2,42,Outlaws,Pirates,Stovvadz,543,3,0,1,6
3,2,42,Outlaws,Pirates,Lotty Lettuce,480,1,2,1,4
3,2,42,Pirates,Outlaws,SirGamble,423,0,0,3,1
3,2,42,Pirates,Outlaws,Taki,569,1,0,3,3
3,3,42,Outlaws,Pirates,Stovvadz,822,3,4,0,9
3,3,42,Outlaws,Pirates,Lotty Lettuce,1026,5,3,0,8
3,3,42,Pirates,Outlaws,SirGamble,509,1,0,4,1
3,3,42,Pirates,Outlaws,Taki,677,1,1,5,3
3,4,42,Outlaws,Pirates,Stovvadz,384,2,0,0,5
3,4,42,Outlaws,Pirates,Lotty Lettuce,571,1,1,3,3
3,4,42,Pirates,Outlaws,SirGamble,426,1,0,2,3
3,4,42,Pirates,Outlaws,Taki,487,1,0,2,5
3,5,42,Outlaws,Pirates,Stovvadz,521,1,4,1,3
3,5,42,Outlaws,Pirates,Lotty Lettuce,1215,6,1,2,9
3,5,42,Pirates,Outlaws,SirGamble,773,4,1,0,3
3,5,42,Pirates,Outlaws,Taki,708,2,2,2,7
3,1,43,Wizards,Comets,Smurf,265,0,0,1,3
3,1,43,Wizards,Comets,isosolo,272,0,0,1,4
3,1,43,Comets,Wizards,Erayne,524,2,0,2,3
3,1,43,Comets,Wizards,Apple,754,1,1,4,2
3,2,43,Wizards,Comets,Smurf,749,4,0,1,10
3,2,43,Wizards,Comets,isosolo,449,1,3,0,5
3,2,43,Comets,Wizards,Erayne,615,3,0,2,6
3,2,43,Comets,Wizards,Apple,580,0,2,5,1
3,3,43,Wizards,Comets,Smurf,545,1,2,1,9
3,3,43,Wizards,Comets,isosolo,470,2,0,1,7
3,3,43,Comets,Wizards,Erayne,915,3,0,6,4
3,3,43,Comets,Wizards,Apple,585,2,0,3,2
3,4,43,Wizards,Comets,Smurf,875,5,1,2,6
3,4,43,Wizards,Comets,isosolo,718,2,2,3,6
3,4,43,Comets,Wizards,Erayne,761,4,2,1,6
3,4,43,Comets,Wizards,Apple,732,2,2,3,6
3,5,43,Wizards,Comets,Smurf,805,5,0,0,11
3,5,43,Wizards,Comets,isosolo,626,1,3,3,4
3,5,43,Comets,Wizards,Erayne,616,3,0,2,6
3,5,43,Comets,Wizards,Apple,741,2,1,5,2
3,1,44,Demolition,Spectre,kccolts81,678,3,0,1,4
3,1,44,Demolition,Spectre,ImBad,577,1,2,3,2
3,1,44,Spectre,Demolition,We take Ls,378,1,0,0,4
3,1,44,Spectre,Demolition,C^2,306,0,1,1,3
3,2,44,Demolition,Spectre,kccolts81,679,3,2,1,5
3,2,44,Demolition,Spectre,ImBad,698,2,1,3,2
3,2,44,Spectre,Demolition,We take Ls,1006,5,1,2,10
3,2,44,Spectre,Demolition,C^2,328,1,1,1,3
3,3,44,Demolition,Spectre,kccolts81,713,2,0,4,2
3,3,44,Demolition,Spectre,ImBad,316,0,2,0,2
3,3,44,Spectre,Demolition,We take Ls,548,2,1,1,7
3,3,44,Spectre,Demolition,C^2,404,1,1,0,4
3,4,44,Demolition,Spectre,kccolts81,791,4,1,1,8
3,4,44,Demolition,Spectre,ImBad,626,1,3,3,3
3,4,44,Spectre,Demolition,We take Ls,643,3,1,0,7
3,4,44,Spectre,Demolition,C^2,399,1,1,2,2
