Week 1 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,Player Totals,Played,Win,Score,Goals,Assists,Saves,Shots,Score/A,Sc/G,G/G,A/G,Sv/G,Sh/G,GA/G,ShA/G,ScA/G,ARS/G,Win%,Sh%,Sv%
LittleGiant,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,255,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 5,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Mateo,1,1,510,3,1,2,5,500,,,,,,,,,,,,,,,,,,,,,,
Atomic,1,1,345,2,2,1,4,500,,,,,,,,,,,,,,,,,,,,,,
LittleGiant,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,500,2,2,3,5,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Totals,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Mateo,5,5,2220,13,3,6,26,1955,,,,,,,,,,,,,,,,,,,,,,
Atomic,5,5,1630,8,7,3,23,1955,,,,,,,,,,,,,,,,,,,,,,
LittleGiant,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,5,0,1955,4,3,17,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Mateo,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Atomic,1,0,230,0,0,1,3,475,,,,,,,,,,,,,,,,,,,,,,
