Week 1 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,Player Totals,Played,Win,Score,Goals,Assists,Saves,Shots,Score/A,Sc/G,G/G,A/G,Sv/G,Sh/G,GA/G,ShA/G,ScA/G,ARS/G,Win%,Sh%,Sv%
BajadaBeast,1,1,265,1,1,1,5,325,,,,,,,,,,,,,,,,,,,,,,
Pomwonderful,1,1,345,3,0,0,4,325,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,325,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 2,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Cardinal22,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
BajadaBeast,1,1,530,3,1,1,4,555,,,,,,,,,,,,,,,,,,,,,,
Pomwonderful,1,1,250,1,2,1,2,555,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,555,3,2,3,5,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 3,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Cardinal22,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
BajadaBeast,1,1,365,1,0,0,3,405,,,,,,,,,,,,,,,,,,,,,,
Pomwonderful,1,1,185,2,0,0,4,405,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,405,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 4,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Cardinal22,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
BajadaBeast,1,1,625,4,1,2,9,645,,,,,,,,,,,,,,,,,,,,,,
Pomwonderful,1,1,345,1,4,1,7,645,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,645,2,0,8,5,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 5,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Cardinal22,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
BajadaBeast,1,1,460,3,0,0,6,480,,,,,,,,,,,,,,,,,,,,,,
Pomwonderful,1,1,265,0,2,3,1,480,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,480,2,0,5,6,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Totals,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Cardinal22,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
BajadaBeast,5,5,2245,12,3,4,27,2410,,,,,,,,,,,,,,,,,,,,,,
Pomwonderful,5,5,1390,7,8,5,18,2410,,,,,,,,,,,,,,,,,,,,,,
Opposition,5,0,2410,10,2,20,21,,,,,,,,,,,,,,,,,,,,,,,
