Week 1 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,Player Totals,Played,Win,Score,Goals,Assists,Saves,Shots,Score/A,Sc/G,G/G,A/G,Sv/G,Sh/G,GA/G,ShA/G,ScA/G,ARS/G,Win%,Sh%,Sv%
KyleTheMurphy,1,1,280,2,0,1,5,620,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,1,1,465,3,1,0,2,620,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,620,3,2,4,5,,,,,,,,,,,,,,,,,,,,,,,
Week 8 Game 4,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
KyleTheMurphy,1,1,360,3,0,1,3,440,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,1,1,245,0,1,2,2,440,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,440,1,1,2,6,,,,,,,,,,,,,,,,,,,,,,,
Week 8 Game 5,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
KyleTheMurphy,1,0,260,2,1,1,4,815,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,1,0,440,2,2,1,4,815,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,815,5,1,4,5,,,,,,,,,,,,,,,,,,,,,,,
Week 8 Totals,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
KyleTheMurphy,5,3,1275,8,3,4,15,2895,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,5,3,1945,9,5,6,19,2895,,,,,,,,,,,,,,,,,,,,,,
Opposition,5,2,2895,12,5,18,24,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
KyleTheMurphy,1,1,240,2,0,0,4,430,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,1,1,295,0,1,1,5,430,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,430,1,0,4,3,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 2,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
KyleTheMurphy,1,1,250,1,2,2,2,590,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,1,1,580,3,1,1,6,590,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,590,3,3,2,6,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 3,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
KyleTheMurphy,1,1,175,1,0,2,1,515,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,1,1,580,3,1,4,5,515,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,515,2,1,2,8,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 4,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
KyleTheMurphy,1,1,280,2,2,1,2,405,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,1,1,405,3,1,0,4,405,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,405,2,0,2,3,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 5,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
KyleTheMurphy,1,1,275,2,0,0,5,550,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,1,1,370,1,1,1,4,550,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,550,2,2,5,3,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Totals,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
KyleTheMurphy,5,5,1220,8,4,5,14,2490,,,,,,,,,,,,,,,,,,,,,,
TheHamBurglar,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Manatee,5,5,2230,10,5,7,24,2490,,,,,,,,,,,,,,,,,,,,,,
Opposition,5,0,2490,10,6,15,23,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
