Week 1 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,Player Totals,Played,Win,Score,Goals,Assists,Saves,Shots,Score/A,Sc/G,G/G,A/G,Sv/G,Sh/G,GA/G,ShA/G,ScA/G,ARS/G,Win%,Sh%,Sv%
Junior,5,4,2650,17,2,7,29,2170,,,,,,,,,,,,,,,,,,,,,,
Ares,5,4,1255,5,6,5,10,2170,,,,,,,,,,,,,,,,,,,,,,
Opposition,5,1,2170,7,2,14,24,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bondo,1,1,620,4,3,0,7,555,,,,,,,,,,,,,,,,,,,,,,
Junior,1,1,455,3,2,1,5,555,,,,,,,,,,,,,,,,,,,,,,
Ares,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,555,3,2,3,8,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 2,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bondo,1,1,700,6,0,1,10,365,,,,,,,,,,,,,,,,,,,,,,
Junior,1,1,340,0,4,1,3,365,,,,,,,,,,,,,,,,,,,,,,
Ares,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,365,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 3,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bondo,1,1,610,4,3,2,6,515,,,,,,,,,,,,,,,,,,,,,,
Junior,1,1,490,4,1,0,9,515,,,,,,,,,,,,,,,,,,,,,,
Ares,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,515,1,1,6,3,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 4,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bondo,1,1,110,0,0,0,3,370,,,,,,,,,,,,,,,,,,,,,,
Junior,1,1,355,2,0,0,3,370,,,,,,,,,,,,,,,,,,,,,,
Ares,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,370,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 5,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bondo,1,1,525,3,1,0,8,340,,,,,,,,,,,,,,,,,,,,,,
Junior,1,1,185,1,1,0,3,340,,,,,,,,,,,,,,,,,,,,,,
Ares,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,340,1,1,4,2,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Totals,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bondo,5,5,2565,17,7,3,34,2145,,,,,,,,,,,,,,,,,,,,,,
Junior,5,5,1825,10,8,2,23,2145,,,,,,,,,,,,,,,,,,,,,,
Ares,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,5,0,2145,7,6,19,20,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bondo,1,1,255,0,2,2,2,600,,,,,,,,,,,,,,,,,,,,,,
Junior,1,1,450,3,0,2,5,600,,,,,,,,,,,,,,,,,,,,,,
Ares,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,0,600,2,2,3,6,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 2,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Bondo,1,0,205,1,0,1,4,720,,,,,,,,,,,,,,,,,,,,,,
