Week 1 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,Player Totals,Played,Win,Score,Goals,Assists,Saves,Shots,Score/A,Sc/G,G/G,A/G,Sv/G,Sh/G,GA/G,ShA/G,ScA/G,ARS/G,Win%,Sh%,Sv%
Week 9 Game 4,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Capsfan,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Patabread,1,0,15,0,0,0,1,230,,,,,,,,,,,,,,,,,,,,,,
Ravensfan,1,0,15,0,0,0,1,230,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,230,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Game 5,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Capsfan,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Patabread,1,0,15,0,0,0,1,230,,,,,,,,,,,,,,,,,,,,,,
Ravensfan,1,0,15,0,0,0,1,230,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,230,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
Week 9 Totals,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Capsfan,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Patabread,5,0,75,0,0,0,5,1150,,,,,,,,,,,,,,,,,,,,,,
Ravensfan,5,0,75,0,0,0,5,1150,,,,,,,,,,,,,,,,,,,,,,
Opposition,5,5,1150,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 1,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
Capsfan,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Patabread,1,0,15,0,0,0,1,230,,,,,,,,,,,,,,,,,,,,,,
Ravensfan,1,0,15,0,0,0,1,230,,,,,,,,,,,,,,,,,,,,,,
Opposition,1,1,230,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
Week 10 Game 2,Played,Win,Score,Goals,Assists,Saves,Shots,ScA,,,,,,,,,,,,,,,,,,,,,,
